g	r	i	z	side
0.0714278120504319	0.0617192186657556	0.0469904422827532	0.070396067164473	0
0.0407414771708836	0.0297303190210788	0.0272363264707947	0.0465096541771631	0
0.683345285206162	0.570146410237816	0.47586288881103	0.437152764593106	0
0.664662952548251	0.592872866052367	0.527633713575493	0.500767199447321	0
0.647492668559513	0.606828261633966	0.558380725398734	0.551158781738163	0
0.547443431006887	0.530806325961986	0.487780946145623	0.510148704866004	0
0.423870283930595	0.398033347679149	0.368822675430672	0.406048688013798	0
0.259088566248958	0.249179165571096	0.220602903926333	0.26427929111197	0
0.148501945620658	0.132435032271665	0.117816415331477	0.144343786592722	0
0.0794014840825735	0.0695860375221027	0.0569566168528195	0.0849706549710608	0
0.0395303966771944	0.0368846457780404	0.0330000917772403	0.0509904626428722	0
0.0178993055360924	0.0165583360151984	0.0158332423907071	0.039241100273775	0
0.798003513374974	0.699771344954366	0.622896287190596	0.592761309892735	0
0.810460461780199	0.773100120166913	0.7158704930589	0.706741261530102	0
0.738919804784185	0.721547277842133	0.70188595550641	0.713272888136517	0
0.55654809238936	0.56585103834906	0.553868916295464	0.605028874560519	0
0.34199648650707	0.337569937221152	0.311161888675237	0.375552370137536	0
0.189515707380737	0.180580475123638	0.166756007523147	0.207630498751382	0
0.0968644716510083	0.0918915346414108	0.0777582937231479	0.110279695450735	0
0.0504060880599855	0.0475284452507311	0.0445622846503959	0.0624017192658504	0
0.0278495781242	0.0249472905562989	0.0232923697719846	0.0414164358543936	0
0.888827590829389	0.794453611480475	0.697569028358744	0.668907504876314	0
0.933581539486645	0.892851794261422	0.849896477308202	0.822372786872401	0
0.911729886058839	0.920611119197035	0.912285242211578	0.915531131780135	0
0.717499869656396	0.749289047521989	0.729475822133662	0.804409582539612	0
0.458591150197225	0.441272543623252	0.438917827694031	0.50813822967853	0
0.238908844121558	0.231663706175492	0.226516674845021	0.27767567195931	0
0.105494001825377	0.109263293476847	0.0987584123107218	0.139612557665341	0
0.0514119034596986	0.0598894660994216	0.0524058460847225	0.0791826833890018	0
0.0311414578269823	0.0307356509924204	0.0266234205033442	0.044464144748876	0
0.00653249479893278	0.00593631805986944	0.00323179135285624	0.0189110505452712	0
1.0	0.941212441921005	0.871674191013829	0.844295424736699	0
0.998170914842446	1.0	1.0	1.0	0
0.803914415078909	0.827123437321277	0.820708836315193	0.857494560849686	0
0.536629959053185	0.534081852933706	0.496900411465376	0.553498835228804	0
0.290446969257252	0.285904327400524	0.261111265089497	0.323595989949807	0
0.143253991434094	0.135892666735299	0.129752855582923	0.169889583290773	0
0.0665416786841683	0.0662708587609128	0.063105523936103	0.0961994712882003	0
0.029305926835861	0.0333866777452686	0.0275228322835461	0.0518269181716889	0
0.00445774750441273	0.00446774419022399	0.00320810006802231	0.0190576670052463	0
0.961436918369836	0.879979088952302	0.787302615354804	0.770255640730398	0
0.955105598122924	0.947780068465602	0.870030924741144	0.870773052886815	0
0.816301755679728	0.830118941220478	0.778171380171007	0.786018671556496	0
0.564451588795048	0.547064637912477	0.518643811029688	0.542158024380128	0
0.305882369495337	0.302580389942684	0.280362066425838	0.324780553242759	0
0.153213038612804	0.153362339791138	0.144270454098961	0.183422773734969	0
0.0746132390631021	0.0754183828840598	0.0719303406179744	0.109022966435608	0
0.0282078832696087	0.0284778622595118	0.0305115674185139	0.0558469810412333	0
0.0054771806880173	0.00078591709457217	0.000576020860059478	0.0245034655590875	0
0.894395836301231	0.780644532693016	0.668477706456611	0.646510952480032	0
0.873614369677157	0.809636842421348	0.736861433394913	0.701596913382956	0
0.738377100715029	0.730716159599166	0.663506921122111	0.641616691835878	0
0.526654611040168	0.5281369422806	0.463730897364797	0.481174586529939	0
0.316442406329068	0.312653133046122	0.283517137502926	0.310349650459082	0
0.17338758475248	0.170865950116361	0.163534568072311	0.192000203164849	0
0.0836669329263823	0.0831789146342494	0.0849570116940052	0.11615020220641	0
0.031273636625248	0.0330429383681525	0.0354270279869168	0.0556513425883939	0
0.00810964816681218	0.00265372054494636	0.0	0.0231908915330433	0
0.802704775269918	0.719162611693849	0.60236673433953	0.574076025759597	0
0.679036488889436	0.650224067686524	0.558754195783366	0.544838843176994	0
0.495900223541724	0.47644153948131	0.42754115746008	0.442053644960013	0
0.324285216248726	0.299273685831937	0.279987345086573	0.298543245967107	0
0.182546648660606	0.181573427618726	0.168686646771309	0.191711605058246	0
0.0843975633781863	0.0936563624474333	0.0897197205302741	0.121251405649802	0
0.0334343243444211	0.0360679867706792	0.040388816053891	0.0656757229354079	0
0.0	0.00236187414655251	0.000516502134953217	0.0212114964118945	0
0.747882863118779	0.624603067690565	0.519384949646315	0.481043572142988	0
0.653578024297845	0.56935210454645	0.481883512090398	0.455112140610982	0
0.484889278093559	0.448857409246437	0.385449762074534	0.384236097453365	0
0.327135155227414	0.308895742144644	0.277170317752016	0.295612581656515	0
0.204372939949663	0.190449961075029	0.179631274128306	0.20464597417477	0
0.10630233261469	0.103190141536427	0.101124756320344	0.130204003905725	0
0.0292240010732127	0.0391133350019282	0.0460265959262903	0.0668070654678207	0
0.0027462785162106	0.0	0.000492716477565249	0.0240343695251187	0
0.6183515359702	0.510922077720045	0.429951745406328	0.414625011241364	0
0.473442270519886	0.411625308287919	0.358280811475739	0.344273565112651	0
0.326280167904146	0.31074982390989	0.270111183833155	0.271771134868353	0
0.201706127058537	0.2023732968459	0.182224883585285	0.200413494050436	0
0.110094689044339	0.112321805342224	0.104486707951139	0.12509627032175	0
0.0379996976032399	0.0483245347220984	0.0434346008270352	0.0717635869419898	0
0.00216094094873963	0.00729251234033464	0.00932841769885314	0.0342174740877555	0
0.547784062259907	0.448247883724215	0.369272971129632	0.341525549928268	0
0.438542658684293	0.383349150341552	0.320195489683212	0.305036463807541	0
