r,i,z,y,side
0.024491939693689346,0.026474883779883385,0.03626440465450287,0.03005693294107914,0
0.021719520911574364,0.020364785566926003,0.03452752158045769,0.02930617891252041,0
0.01887400820851326,0.01810084655880928,0.02484152652323246,0.02259453944861889,0
0.016157181933522224,0.018158257007598877,0.02601892314851284,0.01854535937309265,0
0.01631730981171131,0.012891750782728195,0.022152120247483253,0.0328940711915493,0
0.01705968752503395,0.009884033352136612,0.015441260300576687,0.014727630652487278,0
0.008889121934771538,0.007475926075130701,0.014109290204942226,0.014934762381017208,0
0.028039800003170967,0.02450951561331749,0.036366067826747894,0.026571575552225113,1
0.028920454904437065,0.024396279826760292,0.032537791877985,0.02471107989549637,1
0.029865147545933723,0.025907939299941063,0.03248249739408493,0.030295701697468758,1
0.03216012194752693,0.02666914463043213,0.039130959659814835,0.03444007784128189,1
0.031522054225206375,0.025741295889019966,0.03570035845041275,0.03695927932858467,1
0.03098338656127453,0.02657841518521309,0.037699680775403976,0.03920386731624603,1
0.030822578817605972,0.028746644034981728,0.03482619673013687,0.024540122598409653,1
0.030889514833688736,0.03063591569662094,0.03896566107869148,0.031501878052949905,1
0.030568672344088554,0.03172258287668228,0.04146483913064003,0.03604782000184059,1
0.03216012194752693,0.02988819219172001,0.040053591132164,0.04137565568089485,1
0.035878345370292664,0.03186117857694626,0.03780319169163704,0.047293707728385925,1
0.03050200268626213,0.03530511260032654,0.03937195986509323,0.040579065680503845,1
0.034952688962221146,0.03685377910733223,0.03386319801211357,0.030017206445336342,0
0.03791043534874916,0.03478564694523811,0.03572918102145195,0.026032812893390656,0
0.03355030715465546,0.035580601543188095,0.04613790288567543,0.04938371479511261,0
0.034010231494903564,0.033204324543476105,0.04418404400348663,0.04777416214346886,0
0.032735034823417664,0.03225060924887657,0.03706672787666321,0.039775218814611435,0
0.03301040828227997,0.03070426918566227,0.03689098358154297,0.04401968792080879,0
0.028181491419672966,0.03258591517806053,0.04017538204789162,0.041114360094070435,0
0.02521629072725773,0.030132107436656952,0.03459852933883667,0.03989604860544205,0
0.02119547128677368,0.02308826893568039,0.036061447113752365,0.032522913068532944,0
0.01901933178305626,0.021369073539972305,0.032372020184993744,0.030601996928453445,0
0.019457414746284485,0.018758106976747513,0.03348416090011597,0.04010791331529617,0
0.015997499227523804,0.016067711636424065,0.023294849321246147,0.04346509650349617,0
0.01429066900163889,0.011948327533900738,0.022175975143909454,0.014233692549169064,0
0.011790947057306767,0.009914158843457699,0.01832260936498642,0.014934762381017208,0
0.010142766870558262,0.00852479413151741,0.01459200493991375,0.021562449634075165,0
0.02872524969279766,0.02544732391834259,0.03149400278925896,0.019201505929231644,1
0.027885517105460167,0.02491357922554016,0.028553295880556107,0.02231135033071041,1
0.029037849977612495,0.024082669988274574,0.026297420263290405,0.031393833458423615,1
0.028414007276296616,0.027372760698199272,0.03604697436094284,0.03215367719531059,1
0.030769020318984985,0.032880496233701706,0.04288438707590103,0.023595890030264854,1
0.032831307500600815,0.030608611181378365,0.02914518676698208,0.04188527911901474,1
0.035307399928569794,0.03139084577560425,0.0423668697476387,0.04882711544632912,1
0.03544970974326134,0.03381327539682388,0.04474475234746933,0.030829235911369324,1
0.03285881504416466,0.03297889605164528,0.04589332267642021,0.044834449887275696,1
0.033536408096551895,0.032418087124824524,0.037684909999370575,0.05227226763963699,1
0.03782225027680397,0.036500636488199234,0.049735650420188904,0.046832337975502014,1
0.037836942821741104,0.03700137138366699,0.04883961006999016,0.0445299930870533,1
0.033800818026065826,0.03428370878100395,0.043026071041822433,0.040640056133270264,1
0.038352806121110916,0.038371287286281586,0.045844487845897675,0.04398789256811142,0
0.04110538586974144,0.03700137138366699,0.05062331259250641,0.03119167685508728,0
0.034571465104818344,0.03595907986164093,0.055858999490737915,0.03758769482374191,0
0.0370621420443058,0.035915326327085495,0.04643230885267258,0.049570027738809586,0
0.03633814677596092,0.03780277073383331,0.045082900673151016,0.0444180928170681,0
0.03735360503196716,0.03201396018266678,0.04334178939461708,0.04354410246014595,0
0.032132837921381,0.03451278805732727,0.046039994806051254,0.04286715388298035,0
0.028039800003170967,0.029861146584153175,0.03274554759263992,0.04083862155675888,0
0.027386555448174477,0.02850707247853279,0.03683248534798622,0.033433541655540466,0
0.02527804672718048,0.027648169547319412,0.03648241609334946,0.03066875971853733,0
0.02059534378349781,0.02413276582956314,0.03887564688920975,0.03411705419421196,0
0.02000097744166851,0.01971515081822872,0.02834402397274971,0.03299060836434364,0
0.015195237472653389,0.01492178812623024,0.025440214201807976,0.030189478769898415,0
0.01443525217473507,0.011585427448153496,0.024395974352955818,0.020114343613386154,0
0.0108344666659832,0.008192460983991623,0.024149714037775993,0.015739575028419495,0
0.02979913167655468,0.027020107954740524,0.03449913114309311,0.020478852093219757,1
0.02899870276451111,0.02686392143368721,0.03721349313855171,0.026950066909193993,1
0.032119233161211014,0.02641025185585022,0.03561393916606903,0.03494853153824806,1
0.03052867017686367,0.03121178224682808,0.03411693498492241,0.04236694797873497,1
0.033898450434207916,0.031611841171979904,0.03759630396962166,0.033378031104803085,1
0.03416414558887482,0.03154272958636284,0.03235821798443794,0.033949073404073715,1
0.03567802906036377,0.034843217581510544,0.04263307526707649,0.04405149444937706,1
0.03908068686723709,0.038491442799568176,0.040541764348745346,0.04022922366857529,1
0.03735360503196716,0.03743080049753189,0.03818884864449501,0.033378031104803085,1
0.03845636919140816,0.039079684764146805,0.040450017899274826,0.046161167323589325,1
0.04035913944244385,0.04002304747700691,0.04845346882939339,0.040945734828710556,1
0.04264961928129196,0.04056015610694885,0.051796965301036835,0.0436231754720211,1
0.04144264757633209,0.043279487639665604,0.04833627864718437,0.05590641498565674,1
0.04321257397532463,0.04366111755371094,0.05600401386618614,0.05307943746447563,0
0.04423869401216507,0.04334298148751259,0.055804669857025146,0.0619189478456974,0
0.041350554674863815,0.044332776218652725,0.05314376577734947,0.06434188783168793,0
0.04038948193192482,0.04774932190775871,0.05230195075273514,0.05656253919005394,0
0.04061729833483696,0.04291529580950737,0.05223213881254196,0.055997274816036224,0
0.03966476395726204,0.03651529178023338,0.04416806995868683,0.05634334683418274,0
0.040495697408914566,0.03870215639472008,0.04752010107040405,0.044513992965221405,0
0.03779289126396179,0.038656964898109436,0.04635043442249298,0.03927881270647049,0
0.036742761731147766,0.03638322278857231,0.038845669478178024,0.03451048582792282,0
0.03187434375286102,0.033699650317430496,0.033009499311447144,0.041637782007455826,0
0.025056010112166405,0.029820580035448074,0.039266437292099,0.028034258633852005,0
0.022094866260886192,0.023471958935260773,0.033905427902936935,0.03722171485424042,0
0.016563717275857925,0.018365276977419853,0.02091204561293125,0.03716330975294113,0
0.015142861753702164,0.01405433937907219,0.026246702298521996,0.024138931185007095,0
0.010439450852572918,0.012870622798800468,0.020701855421066284,0.015456030145287514,0
0.010343564674258232,0.011163122020661831,0.017177585512399673,0.015080219134688377,0
0.027872703969478607,0.02562609687447548,0.031330518424510956,0.03593284636735916,1
0.029404351487755775,0.025307167321443558,0.02708836831152439,0.030030444264411926,1
0.030822578817605972,0.027792824432253838,0.03585902974009514,0.0367848202586174,1
0.030488669872283936,0.029820580035448074,0.0353122316300869,0.019661812111735344,1
0.032460711896419525,0.031418461352586746,0.033666424453258514,0.03695927932858467,1
0.03488193824887276,0.03482881188392639,0.03929657116532326,0.039143968373537064,1
0.03557804599404335,0.03623674809932709,0.04069490358233452,0.04314984753727913,1
0.03755829483270645,0.03753479942679405,0.03609040752053261,0.04870948567986488,1
0.04079999774694443,0.03951966390013695,0.05057187005877495,0.044722143560647964,1
0.04304017126560211,0.03987022861838341,0.044696543365716934,0.040138233453035355,1
0.04341680184006691,0.041379742324352264,0.03953806310892105,0.04390846937894821,1
0.04590645432472229,0.04673923924565315,0.05107031762599945,0.05295614153146744,1
0.04696530103683472,0.045349571853876114,0.05347903445363045,0.05910104885697365,1
0.04727725312113762,0.04833376780152321,0.056695785373449326,0.05530892685055733,1
0.049897465854883194,0.0526837483048439,0.05326715111732483,0.06249989941716194,0
0.049407709389925,0.05477118492126465,0.05484980717301369,0.0670863538980484,0
0.049155402928590775,0.05034774914383888,0.06441590934991837,0.07084504514932632,0
0.050696853548288345,0.050159841775894165,0.06459323316812515,0.061976879835128784,0
0.05191778764128685,0.04985310882329941,0.058856260031461716,0.05398266389966011,0
0.04816986992955208,0.052613772451877594,0.058167994022369385,0.06036687642335892,0
0.044780369848012924,0.051034167408943176,0.06329964846372604,0.06539513170719147,0
0.04168882593512535,0.04547947272658348,0.05607660487294197,0.048407770693302155,0
0.04023795574903488,0.03967190906405449,0.04610525071620941,0.053044188767671585,0
0.03920014947652817,0.03999247029423714,0.04519592598080635,0.05109193176031113,0
0.03413611650466919,0.03385592997074127,0.04103279486298561,0.04109901189804077,0
0.028582412749528885,0.026371492072939873,0.037125397473573685,0.04156059771776199,0
0.01988733932375908,0.023807823657989502,0.03222037851810455,0.03610536456108093,0
0.018009385094046593,0.0168958380818367,0.0353122316300869,0.02682366594672203,0
0.013471681624650955,0.014627677388489246,0.025065425783395767,0.02063901722431183,0
0.012255875393748283,0.011142592877149582,0.017519939690828323,0.03112442046403885,0
0.029865147545933723,0.024082669988274574,0.02905278094112873,0.04185429587960243,1
0.03146801143884659,0.028586849570274353,0.025892704725265503,0.027038700878620148,1
0.027629202231764793,0.024320894852280617,0.030626237392425537,0.02510356344282627,1
0.029011761769652367,0.029847608879208565,0.035989098250865936,0.035646211355924606,1
0.03557804599404335,0.03638322278857231,0.04006880149245262,0.04218015447258949,1
0.03586401790380478,0.037743132561445236,0.04590960592031479,0.03956424072384834,1
0.03620854765176773,0.038191359490156174,0.04738754406571388,0.0513337068259716,1
0.04075425863265991,0.04054475203156471,0.04443991184234619,0.05592458322644234,1
0.04139659181237221,0.04165980964899063,0.04677698016166687,0.05831575766205788,1
0.044095881283283234,0.04277317598462105,0.0438334159553051,0.05050748214125633,1
0.045809339731931686,0.04479943960905075,0.04803559184074402,0.055164650082588196,1
0.04972827062010765,0.05361601337790489,0.0632217526435852,0.059684719890356064,1
0.053982943296432495,0.05368673428893089,0.07136490195989609,0.06948766112327576,1
0.05643819645047188,0.05391683802008629,0.06091125309467316,0.06448039412498474,1
0.052874743938446045,0.05783667415380478,0.058968305587768555,0.0761374905705452,1
0.05910588428378105,0.05973110720515251,0.07059182971715927,0.06563505530357361,0
0.06148320063948631,0.06061546504497528,0.07241792231798172,0.07471483200788498,0
0.059610627591609955,0.061678625643253326,0.06749096512794495,0.06829055398702621,0
0.05682014301419258,0.06122170388698578,0.06906147301197052,0.06331881880760193,0
0.05683832988142967,0.061697714030742645,0.06836528331041336,0.057075995951890945,0
0.053119901567697525,0.0551830530166626,0.06114000827074051,0.06982022523880005,0
0.05317250266671181,0.05400552600622177,0.06920534372329712,0.062344640493392944,0
0.04871975630521774,0.04947950318455696,0.06380736827850342,0.0672285333275795,0
0.0441751554608345,0.04263129085302353,0.055949609726667404,0.07173114269971848,0
0.033466972410678864,0.036574069410562515,0.04424794390797615,0.04757503792643547,0
0.03239228203892708,0.033671241253614426,0.04263307526707649,0.03785227984189987,0
0.02612355351448059,0.028188778087496758,0.037345800548791885,0.04070109501481056,0
0.021579360589385033,0.020757563412189484,0.03778839856386185,0.031084084883332253,0
0.0158170647919178,0.017700502648949623,0.023343414068222046,0.03439786657691002,0
0.014777534641325474,0.012021179310977459,0.01898830011487007,0.03770517557859421,0
0.011105976998806,0.011235001496970654,0.0175753366202116,0.030202751979231834,0
0.028634313493967056,0.023323187604546547,0.0354270301759243,0.027854477986693382,1
0.031117690727114677,0.025818170979619026,0.03425826504826546,0.02602032944560051,1
0.02854352630674839,0.028653379529714584,0.04025157541036606,0.03877060115337372,1
0.030541982501745224,0.03251595422625542,0.036934882402420044,0.051524095237255096,1
0.03720775619149208,0.03327491879463196,0.04179031774401665,0.04973974451422691,1
0.03725147619843483,0.03478564694523811,0.042900118976831436,0.03881530463695526,1
0.04066292569041252,0.03999247029423714,0.049278076738119125,0.04724416136741638,1
0.04335390776395798,0.042332448065280914,0.04474475234746933,0.05870761722326279,1
0.046785227954387665,0.040992192924022675,0.04948117956519127,0.04670095443725586,1
0.050440989434719086,0.049039799720048904,0.059043075889348984,0.04834085702896118,1
0.05203906074166298,0.050827741622924805,0.058539435267448425,0.06773781776428223,1
0.05611202493309975,0.057487502694129944,0.06179090589284897,0.05900723114609718,1
0.0589754581451416,0.05604804679751396,0.06978269666433334,0.06915609538555145,1
0.06087414175271988,0.0594690665602684,0.06930822879076004,0.07324527204036713,1
0.06342945247888565,0.06673340499401093,0.07222766429185867,0.07497616112232208,1
0.0666084885597229,0.06799792498350143,0.07254493981599808,0.08529184013605118,0
0.07000817358493805,0.07042466849088669,0.07090464234352112,0.08462801575660706,0
0.06767600774765015,0.07640248537063599,0.07780861854553223,0.07795760035514832,0
0.06967787444591522,0.07319727540016174,0.07943639904260635,0.072731152176857,0
0.06321568787097931,0.06723353266716003,0.0870496854186058,0.07300937175750732,0
0.0604197159409523,0.0637003555893898,0.07384426891803741,0.07298793643712997,0
0.06019327789545059,0.06097498908638954,0.07102997601032257,0.07691086828708649,0
0.05506846308708191,0.05637427791953087,0.06670397520065308,0.05964695289731026,0
0.044908322393894196,0.04590297117829323,0.062330007553100586,0.0570024810731411,0
0.03628052398562431,0.04234817251563072,0.0527394600212574,0.06373076140880585,0
0.035592325031757355,0.03735661506652832,0.047470368444919586,0.05827853083610535,0
0.028078410774469376,0.028056586161255836,0.042742934077978134,0.04517224803566933,0
0.020756352692842484,0.02333558350801468,0.03368046507239342,0.03586108982563019,0
0.01943487487733364,0.02076951041817665,0.025065425783395767,0.038473185151815414,0
0.014156755059957504,0.01635747216641903,0.02750014141201973,0.03224921599030495,0
0.01250484399497509,0.01718934439122677,0.02708836831152439,0.031922150403261185,0
0.02717018872499466,0.024610301479697227,0.03400406241416931,0.044513992965221405,1
0.0312252976000309,0.025103755295276642,0.03539831563830376,0.04208691045641899,1
0.03096996434032917,0.027255002409219742,0.04434388130903244,0.03138033673167229,1
0.03359198570251465,0.03574053570628166,0.03053194284439087,0.04526901617646217,1
0.03814604878425598,0.035421017557382584,0.04781905561685562,0.04048765450716019,1
0.03882741183042526,0.04020686075091362,0.038725852966308594,0.04099169746041298,1
0.042696382850408554,0.04544699192047119,0.04542238637804985,0.05674560368061066,1
